Probe	Chromosome	Start	End	Probe Strand	H3K9me2_Untreated-unique	H3K9me2_VitC-unique
Random	13	45064388	45069387		78	52
Random	13	45693933	45698932		68	82
Random	13	46396533	46401532		65	83
Random	13	46880021	46885020		51	65
Random	13	48250387	48255386		44	59
Random	13	48732462	48737461		31	18
Random	13	48758360	48763359		80	33
Random	13	49097887	49102886		81	37
Random	13	49131748	49136747		66	30
Random	13	49191445	49196444		35	28
Random	13	49243672	49248671		37	18
Random	13	50040379	50045378		79	70
Random	13	50450501	50455500		39	29
Random	13	50497076	50502075		71	135
Random	13	51270875	51275874		77	121
Random	13	51573440	51578439		47	34
Random	13	51864299	51869298		49	32
Random	13	52095261	52100260		65	58
Random	13	52219114	52224113		32	30
Random	13	52710328	52715327		26	15
Random	13	53514992	53519991		71	124
Random	13	54352821	54357820		5	4
Random	13	54369833	54374832		19	10
Random	13	55209747	55214746		4	8
Random	13	55509399	55514398		7	17
Random	13	55638363	55643362		7	15
Random	13	56031847	56036846		102	46
Random	13	56060007	56065006		64	32
Random	13	56595162	56600161		82	61
Random	13	57897600	57902599		94	95
Random	13	57945661	57950660		83	78
Random	13	58057806	58062805		58	35
Random	13	58497731	58502730		39	35
Random	13	58539893	58544892		10	13
Random	13	59025855	59030854		50	42
Random	13	60211461	60216460		90	89
Random	13	60337244	60342243		68	48
Random	13	60520379	60525378		52	30
Random	13	60683061	60688060		32	23
Random	13	60878471	60883470		80	99
Random	13	61176530	61181529		52	104
Random	13	61364384	61369383		83	116
Random	13	61457148	61462147		107	159
Random	13	62729171	62734170		14	16
Random	13	62785918	62790917		25	24
Random	13	63233689	63238688		26	28
Random	13	63295828	63300827		24	28
Random	13	64366012	64371011		13	15
Random	13	64585193	64590192		14	17
Random	13	64937303	64942302		69	92
Random	13	65193371	65198370		39	45
Random	13	66333870	66338869		12	9
Random	13	66400923	66405922		18	13
Random	13	66443838	66448837		103	146
Random	13	67252254	67257253		90	99
Random	13	67569683	67574682		112	154
Random	13	68179827	68184826		71	38
Random	13	68224179	68229178		41	29
Random	13	68813634	68818633		114	96
Random	13	69304747	69309746		88	67
Random	13	69710197	69715196		71	33
Random	13	71617345	71622344		85	62
Random	13	71770329	71775328		90	72
Random	13	72990677	72995676		99	93
Random	13	73975083	73980082		117	80
Random	13	74120309	74125308		38	36
Random	13	74402752	74407751		48	35
Random	13	74552582	74557581		87	158
Random	13	74645757	74650756		54	62
Random	13	75214137	75219136		53	55
Random	13	75261236	75266235		87	45
Random	13	75630510	75635509		84	140
Random	13	76146872	76151871		25	23
Random	13	76224369	76229368		53	34
Random	13	76665564	76670563		89	67
Random	13	76761639	76766638		48	35
Random	13	77510158	77515157		90	109
Random	13	77824095	77829094		58	39
Random	13	78467366	78472365		103	75
Random	13	79199061	79204060		54	80
Random	13	79653851	79658850		81	80
Random	13	82265348	82270347		74	75
Random	13	82423374	82428373		91	80
Random	13	82946060	82951059		70	74
Random	13	83081944	83086943		97	91
Random	13	83237608	83242607		81	97
Random	13	83477254	83482253		93	86
Random	13	83763015	83768014		88	60
Random	13	83938407	83943406		103	81
Random	13	84350823	84355822		35	30
Random	13	84402129	84407128		53	56
Random	13	84511056	84516055		72	73
Random	13	84589084	84594083		65	62
Random	13	84875337	84880336		74	68
Random	13	85861818	85866817		99	80
Random	13	86624551	86629550		58	70
Random	13	86826540	86831539		69	87
Random	13	87299895	87304894		67	107
Random	13	88057478	88062477		78	98
Random	13	89266767	89271766		67	69
Random	13	89793000	89797999		69	55
Random	13	90239637	90244636		78	89
Random	13	90291200	90296199		70	97
Random	13	91863860	91868859		76	49
Random	13	92062104	92067103		108	81
Random	13	92172349	92177348		78	55
Random	13	92841114	92846113		46	86
Random	13	93443187	93448186		64	28
Random	13	93533950	93538949		30	95
Random	13	93708415	93713414		69	47
Random	13	94800102	94805101		25	33
Random	13	95546076	95551075		22	24
Random	13	97434961	97439960		17	26
Random	13	97452838	97457837		29	33
Random	13	97513223	97518222		48	55
Random	13	98483750	98488749		77	49
Random	13	99187919	99192918		44	51
Random	13	99202083	99207082		88	53
Random	13	99260291	99265290		97	100
Random	13	100405920	100410919		107	62
Random	13	100575778	100580777		43	22
Random	13	101508417	101513416		60	31
Random	13	102160028	102165027		89	95
Random	13	102501255	102506254		82	85
Random	13	103050444	103055443		83	64
Random	13	104312104	104317103		65	52
Random	13	104533349	104538348		62	50
Random	13	105236858	105241857		43	30
Random	13	106185202	106190201		73	144
Random	13	106350970	106355969		82	65
Random	13	107211774	107216773		88	54
Random	13	107985357	107990356		54	39
Random	13	108417802	108422801		69	65
Random	13	108645283	108650282		96	83
Random	13	108962522	108967521		97	84
Random	13	109922583	109927582		29	35
Random	13	110126245	110131244		87	73
Random	13	110915966	110920965		74	46
Random	13	111304195	111309194		82	83
Random	13	111316852	111321851		91	138
Random	13	111966432	111971431		60	51
Random	13	112524636	112529635		45	61
Random	13	112666142	112671141		29	29
Random	13	113377828	113382827		99	52
Random	13	114240103	114245102		83	86
Random	13	115491318	115496317		62	79
Random	13	115524792	115529791		88	99
Random	13	116381621	116386620		75	95
Random	13	116408735	116413734		87	86
Random	13	117718816	117723815		67	70
Random	13	117985629	117990628		72	47
Random	13	118983619	118988618		99	95
Random	13	118990104	118995103		88	180
Random	13	119093281	119098280		88	151
Random	13	119882402	119887401		107	114
Random	13	119941936	119946935		23	8
Random	14	238581	243580		0	0
Random	14	830807	835806		0	0
Random	14	1000985	1005984		0	0
Random	14	1126855	1131854		0	0
Random	14	1453453	1458452		0	0
Random	14	3308352	3313351		5	5
Random	14	3766413	3771412		5	8
Random	14	4227913	4232912		9	16
Random	14	6564650	6569649		34	36
Random	14	6775635	6780634		40	33
Random	14	7866100	7871099		35	17
Random	14	7933777	7938776		29	15
Random	14	8378536	8383535		54	60
Random	14	10285638	10290637		76	67
Random	14	10697873	10702872		87	39
Random	14	11393956	11398955		89	77
Random	14	11839303	11844302		40	26
Random	14	12231078	12236077		65	61
Random	14	12522050	12527049		74	43
Random	14	14308577	14313576		50	55
Random	14	14582919	14587918		83	134
Random	14	15410313	15415312		67	33
Random	14	15546533	15551532		34	62
Random	14	16141029	16146028		58	63
Random	14	16150475	16155474		66	49
Random	14	16624588	16629587		72	102
Random	14	16943648	16948647		85	90
Random	14	17185634	17190633		66	59
Random	14	17256145	17261144		108	142
Random	14	18079204	18084203		91	152
Random	14	18819800	18824799		65	60
Random	14	19457851	19462850		0	0
Random	14	19968046	19973045		37	33
Random	14	21043611	21048610		20	25
Random	14	21662137	21667136		7	22
Random	14	21928851	21933850		124	124
Random	14	23068655	23073654		84	86
Random	14	24011915	24016914		74	45
Random	14	24079832	24084831		75	24
Random	14	24103379	24108378		73	75
Random	14	24891390	24896389		105	66
Random	14	25678689	25683688		62	34
Random	14	25775353	25780352		50	38
Random	14	26089763	26094762		1	0
Random	14	26386200	26391199		74	86
Random	14	27020294	27025293		28	35
Random	14	29735499	29740498		95	74
Random	14	30319691	30324690		74	62
Random	14	31319915	31324914		46	23
Random	14	31336518	31341517		21	17
Random	14	31829249	31834248		17	15
Random	14	32124404	32129403		21	24
Random	14	32971140	32976139		40	31
Random	14	33201469	33206468		30	18
Random	14	34023592	34028591		108	140
Random	14	34525315	34530314		32	38
Random	14	35122742	35127741		96	60
Random	14	35665669	35670668		41	36
Random	14	36240596	36245595		81	164
Random	14	36398199	36403198		110	141
Random	14	37331272	37336271		95	68
Random	14	37769445	37774444		61	56
Random	14	40319585	40324584		74	84
Random	14	41111328	41116327		118	69
Random	14	41813862	41818861		0	0
Random	14	43630503	43635502		53	34
Random	14	43933851	43938850		29	23
Random	14	46406765	46411764		38	42
Random	14	47004769	47009768		50	50
Random	14	47149703	47154702		63	55
Random	14	47304167	47309166		14	25
Random	14	47940629	47945628		86	105
Random	14	48194034	48199033		46	16
Random	14	48422513	48427512		72	70
Random	14	49209643	49214642		69	114
Random	14	49341443	49346442		62	43
Random	14	49489082	49494081		63	45
Random	14	49580236	49585235		75	61
Random	14	50565986	50570985		50	80
Random	14	51912395	51917394		19	29
Random	14	51930294	51935293		45	53
Random	14	52942965	52947964		0	0
Random	14	53254995	53259994		1	0
Random	14	53925643	53930642		58	53
Random	14	54044295	54049294		62	43
Random	14	54479633	54484632		22	26
Random	14	55164287	55169286		32	37
Random	14	55225261	55230260		35	84
Random	14	55474243	55479242		28	32
Random	14	56017037	56022036		104	75
Random	14	56737728	56742727		22	26
Random	14	57411005	57416004		29	26
Random	14	57471277	57476276		43	45
Random	14	58519780	58524779		84	34
Random	14	58853146	58858145		91	73
Random	14	59201322	59206321		22	16
Random	14	59668491	59673490		105	62
Random	14	59702159	59707158		73	46
Random	14	59719822	59724821		83	55
Random	14	60336741	60341740		65	64
Random	14	60594546	60599545		46	31
Random	14	60779034	60784033		37	41
Random	14	61111438	61116437		20	28
Random	14	61137781	61142780		43	26
Random	14	62629947	62634946		87	58
Random	14	63216779	63221778		54	32
Random	14	64350503	64355502		67	39
Random	14	65499234	65504233		89	71
Random	14	66040969	66045968		32	24
Random	14	66483981	66488980		69	53
Random	14	66624068	66629067		97	193
Random	14	66694879	66699878		98	64
Random	14	66921504	66926503		69	51
Random	14	67211328	67216327		36	23
Random	14	68125400	68130399		36	51
Random	14	68588651	68593650		50	39
Random	14	68630924	68635923		80	62
Random	14	70393381	70398380		40	29
Random	14	70516212	70521211		18	9
Random	14	70736757	70741756		31	32
Random	14	71200892	71205891		106	109
Random	14	71431385	71436384		85	156
Random	14	73137794	73142793		62	43
Random	14	73404913	73409912		78	46
Random	14	74203984	74208983		66	69
Random	14	74347985	74352984		88	62
Random	14	75751218	75756217		40	49
Random	14	75816456	75821455		49	50
Random	14	75942539	75947538		19	24
Random	14	76781596	76786595		68	46
Random	14	77391897	77396896		57	55
Random	14	78888163	78893162		10	13
Random	14	79562875	79567874		28	24
Random	14	80157233	80162232		79	78
Random	14	80875183	80880182		101	115
Random	14	81377281	81382280		72	134
Random	14	82065565	82070564		77	64
Random	14	82174568	82179567		45	74
Random	14	83443479	83448478		75	115
Random	14	83755085	83760084		90	99
Random	14	83868527	83873526		0	0
Random	14	84578823	84583822		27	44
Random	14	85564156	85569155		84	85
Random	14	85874449	85879448		38	52
Random	14	86130428	86135427		11	32
Random	14	87385083	87390082		46	88
Random	14	88039098	88044097		45	84
Random	14	88071212	88076211		97	121
Random	14	88461062	88466061		38	32
Random	14	89242398	89247397		45	38
Random	14	89356296	89361295		31	45
Random	14	90527405	90532404		47	68
Random	14	90835893	90840892		76	133
Random	14	90947289	90952288		54	83
Random	14	92093360	92098359		66	151
Random	14	93432622	93437621		81	104
Random	14	93480067	93485066		57	48
Random	14	94557862	94562861		84	73
Random	14	94571524	94576523		75	131
Random	14	98554309	98559308		77	62
Random	14	99255645	99260644		33	40
Random	14	100366249	100371248		54	55
Random	14	100383168	100388167		0	2
Random	14	100873574	100878573		75	80
Random	14	101760753	101765752		44	51
Random	14	102576673	102581672		73	99
Random	14	102943505	102948504		72	99
Random	14	103591639	103596638		93	53
Random	14	103938846	103943845		74	63
Random	14	104200152	104205151		43	49
Random	14	104406499	104411498		66	70
Random	14	104597729	104602728		73	53
Random	14	104964280	104969279		83	76
Random	14	105130414	105135413		19	28
Random	14	105179258	105184257		40	30
Random	14	106430373	106435372		78	73
Random	14	107006851	107011850		80	66
Random	14	107034596	107039595		70	73
Random	14	107106881	107111880		54	60
Random	14	108210428	108215427		88	130
Random	14	108262206	108267205		65	75
Random	14	108517911	108522910		78	140
Random	14	108647157	108652156		67	101
Random	14	108800046	108805045		65	94
Random	14	109269241	109274240		51	68
Random	14	110861516	110866515		2	7
Random	14	111521868	111526867		73	46
Random	14	111724117	111729116		73	44
Random	14	112267702	112272701		84	136
Random	14	112702607	112707606		61	62
Random	14	112918682	112923681		62	105
Random	14	112966120	112971119		69	95
Random	14	113134611	113139610		71	108
Random	14	113887785	113892784		112	82
Random	14	113933664	113938663		69	54
Random	14	114083429	114088428		78	53
Random	14	114129705	114134704		92	101
Random	14	114311993	114316992		92	79
Random	14	115361473	115366472		101	83
Random	14	115773196	115778195		86	92
Random	14	115961908	115966907		24	55
Random	14	117031649	117036648		75	62
Random	14	119211094	119216093		94	59
Random	14	119337587	119342586		95	80
Random	14	119470456	119475455		102	79
Random	14	120038367	120043366		97	73
Random	14	120264406	120269405		56	36
Random	14	120452652	120457651		63	141
Random	14	120953230	120958229		29	54
Random	14	121291110	121296109		32	34
Random	14	121295057	121300056		22	26
Random	14	122914341	122919340		39	40
Random	14	123704190	123709189		101	157
Random	14	124052429	124057428		68	40
Random	15	132790	137789		0	0
Random	15	1343916	1348915		0	0
Random	15	2077986	2082985		0	0
Random	15	2523987	2528986		0	0
Random	15	3416160	3421159		68	57
Random	15	4498441	4503440		69	39
Random	15	6185778	6190777		83	73
Random	15	7143209	7148208		21	33
Random	15	7272410	7277409		38	39
Random	15	7612156	7617155		90	99
Random	15	9132221	9137220		22	19
Random	15	11969420	11974419		27	21
Random	15	11988552	11993551		9	19
Random	15	12215145	12220144		16	21
Random	15	12440369	12445368		48	38
Random	15	12550695	12555694		29	21
Random	15	12714766	12719765		27	30
Random	15	13565448	13570447		81	64
Random	15	14443670	14448669		56	60
Random	15	14494128	14499127		66	132
Random	15	14534876	14539875		51	54
Random	15	14810642	14815641		68	46
Random	15	15314491	15319490		63	67
Random	15	17165695	17170694		20	26
Random	15	17770254	17775253		49	57
Random	15	19016248	19021247		59	84
Random	15	19593181	19598180		80	106
Random	15	20376524	20381523		61	68
Random	15	21101185	21106184		37	47
Random	15	23098856	23103855		55	42
Random	15	23588271	23593270		89	58
Random	15	24190185	24195184		72	104
Random	15	24649893	24654892		73	119
Random	15	25750667	25755666		8	18
Random	15	26926794	26931793		79	70
Random	15	27045394	27050393		69	73
Random	15	27117612	27122611		88	100
Random	15	27473975	27478974		18	23
Random	15	27488356	27493355		35	43
Random	15	27676389	27681388		40	29
Random	15	28620464	28625463		90	79
Random	15	29385674	29390673		70	100
Random	15	29930579	29935578		96	112
Random	15	30532706	30537705		81	53
Random	15	31410183	31415182		33	25
Random	15	31564926	31569925		28	26
Random	15	32277953	32282952		82	59
Random	15	32329269	32334268		109	84
Random	15	33839359	33844358		28	43
Random	15	34243487	34248486		20	23
Random	15	34273316	34278315		47	29
Random	15	34463814	34468813		48	27
Random	15	34760206	34765205		26	36
Random	15	36484299	36489298		17	25
Random	15	36926285	36931284		30	52
Random	15	37089222	37094221		28	36
Random	15	38060521	38065520		21	28
Random	15	38463251	38468250		54	109
Random	15	38555987	38560986		44	16
Random	15	40762546	40767545		97	71
Random	15	40930003	40935002		70	75
Random	15	41055870	41060869		76	58
Random	15	41368849	41373848		53	93
Random	15	43777259	43782258		59	44
Random	15	43865258	43870257		68	40
Random	15	44332879	44337878		65	64
Random	15	44967737	44972736		83	71
Random	15	45208699	45213698		78	74
Random	15	45348195	45353194		76	87
Random	15	46644884	46649883		91	114
Random	15	49371302	49376301		25	43
Random	15	49444819	49449818		67	120
Random	15	49913911	49918910		89	129
Random	15	49923983	49928982		75	97
Random	15	50149708	50154707		89	88
Random	15	50187303	50192302		94	89
Random	15	52374283	52379282		117	141
Random	15	52721577	52726576		39	44
Random	15	55065768	55070767		17	24
Random	15	55172386	55177385		53	35
Random	15	55257811	55262810		47	56
Random	15	55432960	55437959		109	63
Random	15	55645883	55650882		70	51
Random	15	56132045	56137044		73	78
Random	15	56431308	56436307		98	74
Random	15	56968785	56973784		78	101
Random	15	57559500	57564499		82	76
Random	15	57572446	57577445		56	26
Random	15	58629940	58634939		101	66
Random	15	58847789	58852788		78	41
Random	15	59047010	59052009		25	30
Random	15	59429300	59434299		18	11
Random	15	59679112	59684111		56	47
Random	15	60010482	60015481		74	84
Random	15	60571113	60576112		111	106
Random	15	61763364	61768363		93	88
Random	15	62305949	62310948		101	81
Random	15	62315886	62320885		80	45
Random	15	63011661	63016660		67	43
Random	15	63253483	63258482		98	84
Random	15	63881509	63886508		48	20
Random	15	64228749	64233748		48	17
Random	15	64336169	64341168		68	31
Random	15	64580059	64585058		91	66
Random	15	66070328	66075327		133	156
Random	15	66267923	66272922		96	48
Random	15	66618685	66623684		44	36
Random	15	66666583	66671582		71	30
Random	15	68020890	68025889		70	112
Random	15	68131227	68136226		103	52
Random	15	68180758	68185757		91	49
Random	15	68267668	68272667		125	106
Random	15	68526639	68531638		62	75
Random	15	68764870	68769869		77	145
Random	15	69446217	69451216		87	98
Random	15	69466119	69471118		109	136
Random	15	70452103	70457102		85	87
Random	15	71363066	71368065		63	95
Random	15	72937158	72942157		85	45
Random	15	73101728	73106727		25	16
Random	15	73604639	73609638		42	41
Random	15	74153362	74158361		57	36
Random	15	75483916	75488915		95	104
Random	15	75836495	75841494		17	16
Random	15	75927071	75932070		15	14
Random	15	76936684	76941683		23	20
Random	15	77712826	77717825		63	31
Random	15	77767886	77772885		27	17
Random	15	78672241	78677240		32	50
Random	15	79627881	79632880		29	38
Random	15	79664852	79669851		24	14
Random	15	80003532	80008531		14	19
Random	15	80954810	80959809		21	18
Random	15	81315589	81320588		51	56
Random	15	81434078	81439077		18	29
Random	15	81843738	81848737		15	18
Random	15	81917467	81922466		10	17
Random	15	81920308	81925307		18	12
Random	15	82241644	82246643		14	27
Random	15	83083664	83088663		11	11
Random	15	85366465	85371464		24	25
Random	15	85995939	86000938		19	20
Random	15	86268585	86273584		48	34
Random	15	86448361	86453360		121	133
Random	15	86547803	86552802		110	140
Random	15	88082512	88087511		95	70
Random	15	88372215	88377214		75	52
Random	15	88402580	88407579		137	71
Random	15	88494387	88499386		85	66
Random	15	89135917	89140916		48	31
Random	15	89917869	89922868		83	70
Random	15	90627237	90632236		65	111
Random	15	92598501	92603500		50	37
Random	15	95894417	95899416		54	34
Random	15	96605077	96610076		22	28
Random	15	96705759	96710758		28	39
Random	15	96835015	96840014		56	46
Random	15	96954644	96959643		50	42
Random	15	97200673	97205672		46	61
Random	15	98183892	98188891		91	71
Random	15	98571892	98576891		18	27
Random	15	98973426	98978425		13	36
Random	15	100636134	100641133		15	14
Random	15	100966435	100971434		20	26
Random	15	101124077	101129076		35	35
Random	15	101193886	101198885		33	29
Random	15	102255378	102260377		11	18
Random	15	103755003	103760002		73	62
Random	15	103791270	103796269		113	211
Random	16	479192	484191		0	0
Random	16	1335061	1340060		0	0
Random	16	2340695	2345694		0	0
Random	16	3058415	3063414		0	0
Random	16	3156755	3161754		28	27
Random	16	3691208	3696207		93	149
Random	16	4283787	4288786		31	32
Random	16	4398371	4403370		53	33
Random	16	4692004	4697003		21	27
Random	16	4777790	4782789		73	36
Random	16	5048531	5053530		10	13
Random	16	5394194	5399193		70	82
Random	16	5442205	5447204		51	23
Random	16	5875059	5880058		77	43
Random	16	6194949	6199948		98	76
Random	16	6887470	6892469		67	72
Random	16	6912514	6917513		74	43
Random	16	6928238	6933237		95	69
Random	16	9421072	9426071		75	68
Random	16	9931275	9936274		93	61
Random	16	10052741	10057740		72	48
Random	16	10841303	10846302		12	27
Random	16	11373540	11378539		53	38
Random	16	11660703	11665702		68	36
Random	16	11770275	11775274		75	96
Random	16	12396490	12401489		68	62
Random	16	13107035	13112034		45	40
Random	16	13150606	13155605		21	25
Random	16	13809808	13814807		16	19
Random	16	15680914	15685913		46	50
Random	16	16177108	16182107		42	37
Random	16	17205083	17210082		9	11
Random	16	17632490	17637489		21	19
Random	16	17652937	17657936		22	17
Random	16	19620888	19625887		84	69
Random	16	20054393	20059392		108	161
Random	16	20467374	20472373		45	57
Random	16	21377522	21382521		42	50
Random	16	21907676	21912675		21	35
Random	16	21956513	21961512		41	54
Random	16	21982738	21987737		38	46
Random	16	23059597	23064596		47	24
Random	16	23312991	23317990		74	76
Random	16	23708857	23713856		86	50
Random	16	23754939	23759938		107	96
Random	16	24618741	24623740		85	40
Random	16	25067906	25072905		50	41
Random	16	25165653	25170652		102	71
Random	16	25561606	25566605		57	74
Random	16	25970929	25975928		67	48
Random	16	26813266	26818265		67	41
Random	16	26931727	26936726		63	41
Random	16	27468171	27473170		30	20
Random	16	27512231	27517230		70	67
Random	16	27731965	27736964		53	74
Random	16	27780915	27785914		101	59
Random	16	28252135	28257134		83	52
Random	16	28514068	28519067		23	28
Random	16	28617737	28622736		88	104
Random	16	28836503	28841502		16	11
Random	16	28851124	28856123		21	27
Random	16	29012580	29017579		85	43
Random	16	29315723	29320722		99	84
Random	16	31568740	31573739		66	51
Random	16	32120068	32125067		31	36
Random	16	32789108	32794107		80	60
Random	16	33769881	33774880		33	26
Random	16	34427030	34432029		103	73
Random	16	34628904	34633903		78	54
Random	16	35136774	35141773		50	40
Random	16	35266234	35271233		24	14
Random	16	35931470	35936469		32	35
Random	16	36012398	36017397		30	40
Random	16	36355839	36360838		56	45
Random	16	36755090	36760089		65	46
Random	16	37130004	37135003		40	42
Random	16	37148726	37153725		53	48
Random	16	37533390	37538389		19	29
Random	16	37667885	37672884		37	20
Random	16	38373874	38378873		26	19
Random	16	38419745	38424744		62	43
Random	16	38581280	38586279		22	24
Random	16	39193565	39198564		92	41
Random	16	39803340	39808339		69	61
Random	16	40157986	40162985		52	71
Random	16	41064855	41069854		77	46
Random	16	41132862	41137861		76	51
Random	16	41215959	41220958		89	92
Random	16	41456701	41461700		95	121
Random	16	41732399	41737398		93	69
Random	16	41829802	41834801		42	63
Random	16	43228025	43233024		75	40
Random	16	43776512	43781511		63	42
Random	16	44045518	44050517		69	132
Random	16	45340963	45345962		68	72
Random	16	46548518	46553517		69	32
Random	16	46629011	46634010		91	58
Random	16	47869041	47874040		65	61
Random	16	47983732	47988731		26	48
Random	16	48366282	48371281		44	25
Random	16	49329565	49334564		92	85
Random	16	49768412	49773411		71	46
Random	16	49896901	49901900		48	52
Random	16	50969523	50974522		67	75
Random	16	51130718	51135717		1	3
Random	16	51549349	51554348		91	81
Random	16	51610831	51615830		83	76
Random	16	51866072	51871071		58	130
Random	16	51874274	51879273		81	76
Random	16	52488462	52493461		87	97
Random	16	52792961	52797960		60	61
Random	16	52841451	52846450		69	87
Random	16	52869864	52874863		85	67
Random	16	53005466	53010465		69	131
Random	16	53755870	53760869		71	86
Random	16	54594621	54599620		67	48
Random	16	54603442	54608441		80	76
Random	16	55109180	55114179		111	123
Random	16	55825849	55830848		50	31
Random	16	55845602	55850601		36	32
Random	16	55848107	55853106		20	23
Random	16	56403276	56408275		110	149
Random	16	56998383	57003382		63	156
Random	16	57513410	57518409		64	42
Random	16	57665300	57670299		43	39
Random	16	58467875	58472874		32	36
Random	16	58773309	58778308		31	41
Random	16	59602566	59607565		33	33
Random	16	59636006	59641005		20	24
Random	16	59963402	59968401		81	85
Random	16	61241282	61246281		80	152
Random	16	62295680	62300679		77	77
Random	16	62371828	62376827		104	149
Random	16	62436967	62441966		80	101
Random	16	64871003	64876002		38	60
Random	16	64876828	64881827		50	84
Random	16	65232823	65237822		103	215
Random	16	66431398	66436397		62	102
Random	16	66566492	66571491		74	77
Random	16	66824905	66829904		95	93
Random	16	66931700	66936699		53	49
Random	16	67103186	67108185		97	66
Random	16	67310541	67315540		58	69
Random	16	67342410	67347409		48	37
Random	16	67846158	67851157		46	46
Random	16	68052787	68057786		73	65
Random	16	68087218	68092217		94	122
Random	16	68106963	68111962		51	60
Random	16	68376544	68381543		58	70
Random	16	68454965	68459964		69	83
Random	16	68518598	68523597		81	142
Random	16	68843923	68848922		38	55
Random	16	69572395	69577394		65	76
Random	16	69921670	69926669		79	81
Random	16	70431171	70436170		49	36
Random	16	70995759	71000758		83	77
Random	16	72643000	72647999		50	35
Random	16	72707750	72712749		27	25
Random	16	72742869	72747868		61	33
Random	16	73241609	73246608		61	43
Random	16	73395266	73400265		84	76
Random	16	73622704	73627703		68	43
Random	16	73626479	73631478		66	51
Random	16	74260525	74265524		63	57
Random	16	75004409	75009408		76	79
Random	16	76028003	76033002		100	143
Random	16	76483062	76488061		70	65
Random	16	76824549	76829548		81	89
Random	16	78357264	78362263		14	14
Random	16	78678205	78683204		105	65
Random	16	79132699	79137698		79	46
Random	16	79544232	79549231		36	66
Random	16	79717348	79722347		84	135
Random	16	80695756	80700755		56	70
Random	16	81009021	81014020		72	115
Random	16	81554404	81559403		70	60
Random	16	82332823	82337822		73	104
Random	16	82563492	82568491		70	81
Random	16	82923139	82928138		72	94
Random	16	82980760	82985759		92	161
Random	16	83149255	83154254		70	81
Random	16	83246948	83251947		61	91
Random	16	83725134	83730133		94	95
Random	16	83801026	83806025		97	89
Random	16	85166910	85171909		42	44
Random	16	85636050	85641049		83	88
Random	16	85816942	85821941		57	38
Random	16	86136010	86141009		58	44
Random	16	86553822	86558821		70	89
Random	16	86681474	86686473		110	159
Random	16	87183495	87188494		58	55
Random	16	87423865	87428864		18	35
Random	16	87990595	87995594		71	56
Random	16	88236436	88241435		102	124
Random	16	88462545	88467544		79	83
Random	16	89179478	89184477		24	28
Random	16	90012810	90017809		44	46
Random	16	90985149	90990148		39	39
Random	16	90991005	90996004		25	35
Random	16	91397839	91402838		38	23
Random	16	92993862	92998861		63	82
Random	16	93174806	93179805		97	137
Random	16	93964034	93969033		43	23
Random	16	94384092	94389091		34	34
Random	16	95293592	95298591		103	132
Random	16	95563312	95568311		38	27
Random	16	96027694	96032693		22	18
Random	16	96162971	96167970		40	50
Random	16	96773500	96778499		80	38
Random	16	97449714	97454713		97	60
Random	16	97457803	97462802		82	83
Random	16	97952066	97957065		42	31
Random	16	98063997	98068996		49	118
Random	17	96656	101655		0	0
Random	17	204229	209228		0	0
Random	17	1592306	1597305		0	0
Random	17	1676694	1681693		0	0
Random	17	1951995	1956994		0	0
Random	17	4089845	4094844		75	64
Random	17	4561526	4566525		88	57
Random	17	4945182	4950181		29	31
Random	17	4992629	4997628		8	7
Random	17	5261225	5266224		18	24
Random	17	5991684	5996683		40	45
Random	17	6210135	6215134		55	38
Random	17	6355496	6360495		25	16
Random	17	7083275	7088274		15	8
Random	17	7167627	7172626		22	22
Random	17	7714773	7719772		89	88
Random	17	7990735	7995734		7	5
Random	17	8696049	8701048		50	41
Random	17	8700137	8705136		84	40
Random	17	9351569	9356568		76	76
Random	17	9622891	9627890		57	61
Random	17	9682597	9687596		65	59
Random	17	10672862	10677861		33	27
Random	17	11703399	11708398		69	45
Random	17	12021618	12026617		60	54
Random	17	12153098	12158097		35	22
Random	17	12312008	12317007		22	25
Random	17	12655663	12660662		76	30
Random	17	13700230	13705229		41	32
Random	17	14297790	14302789		48	40
Random	17	14817092	14822091		67	104
Random	17	16027908	16032907		69	53
Random	17	16064931	16069930		95	72
Random	17	16482058	16487057		80	69
Random	17	17244601	17249600		34	84
Random	17	19903040	19908039		83	170
Random	17	19977239	19982238		99	149
Random	17	20246591	20251590		71	59
Random	17	22194619	22199618		86	114
Random	17	22624989	22629988		155	224
Random	17	22812425	22817424		33	45
Random	17	23081368	23086367		21	24
Random	17	23251938	23256937		33	41
Random	17	23544492	23549491		15	18
Random	17	24917485	24922484		45	22
Random	17	25259874	25264873		17	11
Random	17	25877468	25882467		14	17
Random	17	26193530	26198529		46	44
Random	17	26299837	26304836		62	62
Random	17	26361931	26366930		38	47
Random	17	27559145	27564144		7	7
Random	17	28109297	28114296		32	34
Random	17	29672351	29677350		35	40
Random	17	30066828	30071827		48	55
Random	17	30335626	30340625		39	32
Random	17	32213239	32218238		13	17
Random	17	33066089	33071088		91	90
Random	17	33160132	33165131		65	59
Random	17	33924874	33929873		9	5
Random	17	36303734	36308733		49	28
Random	17	36806160	36811159		72	66
Random	17	37010784	37015783		32	22
Random	17	38657053	38662052		104	155
Random	17	40487341	40492340		68	61
Random	17	40914973	40919972		51	31
Random	17	42170143	42175142		58	57
Random	17	42211883	42216882		20	24
Random	17	42407213	42412212		84	55
Random	17	43766937	43771936		70	37
