	VC10-Ctrl_S1.bam	VC11-Ctrl_S3.bam	VC35B-Ctrl_S5.bam	VC35C-Ctrl_S7.bam	VC10-VC_S2.bam	VC11-VC_S4.bam	VC35B-VC_S6.bam	VC35C-VC_S8.bam
Hdac4	201	188	177	248	181	226	132	206
Ndufa10	823	677	644	971	700	771	482	676
Olfr1416	0	0	0	0	0	0	0	0
Olfr1415	0	0	0	0	0	0	0	0
Olfr1414	0	0	0	0	0	0	0	0
Olfr1413	0	0	0	0	0	0	0	0
Olfr1412	0	0	0	0	0	0	0	0
Olfr1411	0	0	0	0	0	0	0	0
Olfr1410	0	0	0	0	0	0	0	0
Olfr12	0	0	0	0	0	0	0	0
Myeov2	201	118	123	247	146	155	93	121
Otos	0	0	0	0	0	1	0	0
Gpc1	121	82	47	66	60	54	39	40
Ankmy1	2	1	0	0	0	1	0	0
Dusp28	22	26	14	25	19	17	15	16
Rnpepl1	230	183	105	131	195	209	85	123
Capn10	192	159	129	215	158	173	98	150
Gpr35	0	0	0	0	2	0	0	0
Aqp12	0	0	0	0	0	0	0	0
Kif1a	5	5	2	6	4	7	0	0
Agxt	0	0	0	0	0	0	0	0
2310007B03Rik	0	0	0	0	0	0	0	0
E030010N08Rik	25	10	35	51	15	8	25	25
Sned1	75	96	94	115	82	81	65	120
Mterfd2	149	104	102	178	110	123	75	92
Pask	285	241	301	384	260	279	211	328
Ppp1r7	787	607	507	684	683	689	381	495
Ano7	0	0	0	0	0	0	0	0
Hdlbp	3579	2977	2239	3494	3012	3462	1773	2392
Gm17415	80	61	52	93	57	80	38	70
Sep-02	2211	1851	1787	2953	1930	1919	1304	1878
Farp2	23	20	7	12	16	12	4	6
Stk25	317	276	237	323	259	329	201	271
Bok	32	25	13	36	24	24	5	11
Thap4	275	228	182	306	258	269	144	238
Atg4b	274	205	185	300	309	288	123	227
Dtymk	945	880	954	1390	823	932	680	1012
Ing5	588	551	554	747	497	625	384	535
D2hgdh	29	37	20	24	34	41	23	26
Gal3st2	0	0	0	0	0	0	0	0
Gm9994	0	0	0	0	0	0	0	0
Gm6086	0	0	0	0	1	2	0	0
Neu4	0	0	0	0	0	0	0	0
Pdcd1	0	0	0	0	0	0	0	0
Fam174a	13	25	19	31	24	19	18	21
St8sia4	11	9	5	10	17	14	7	10
Slco4c1	80	75	37	68	64	83	35	69
Slco6b1	0	0	0	0	0	0	0	0
Gm6430	881	743	594	982	704	828	447	636
Slco6c1	0	0	0	0	0	0	0	0
D1Ertd622e	15	14	26	35	20	24	15	26
Ppip5k2	743	636	601	827	722	765	402	568
Gin1	55	68	62	87	62	59	34	53
Pam	199	132	94	127	278	226	101	131
B230216N24Rik	4	2	2	1	5	1	0	7
Slco6d1	0	0	0	0	0	0	0	0
Cntnap5b	0	0	0	0	0	0	0	0
Cdh20	0	0	0	0	0	3	0	1
Gm15699	0	0	0	0	0	0	0	0
Rnf152	9	6	4	8	21	25	4	5
Pign	119	107	99	147	106	125	83	102
2310035C23Rik	410	425	377	502	453	475	291	367
Tnfrsf11a	0	1	0	1	3	1	1	0
Zcchc2	339	296	238	366	292	298	181	223
Phlpp1	281	312	224	295	263	262	116	179
Bcl2	2	1	1	1	6	0	1	1
D630008O14Rik	0	0	0	0	0	0	0	0
Kdsr	312	260	220	302	280	272	147	239
Vps4b	665	537	514	776	614	623	381	459
Serpinb5	3	7	2	3	5	7	0	0
Serpinb12	0	0	0	0	0	0	0	0
Serpinb13	0	0	0	0	0	0	0	0
Serpinb3a	0	0	0	0	0	0	0	0
Serpinb3d	0	0	0	0	0	0	0	0
Serpinb3b	0	0	0	0	0	0	0	0
Serpinb3c	0	0	0	0	0	0	0	0
Serpinb11	0	0	0	0	0	0	0	0
Gm15391	0	0	0	0	0	0	0	0
Serpinb7	0	0	0	0	0	0	0	0
Serpinb2	0	0	0	0	0	0	0	0
Serpinb8	26	10	5	8	50	33	8	15
Gm15389	0	0	0	0	0	0	0	0
Cdh7	0	0	0	0	0	0	0	0
Cdh19	0	0	0	0	0	0	0	0
Dsel	116	111	67	80	126	105	40	76
Cntnap5a	0	0	0	0	0	0	0	0
AC132379.1	0	0	0	0	0	0	0	0
Tsn	1044	926	878	1303	953	1002	636	826
Mki67ip	762	569	554	1010	578	674	409	513
Clasp1	637	533	375	536	511	618	261	369
2900060B14Rik	0	0	0	0	0	0	0	0
Tfcp2l1	11557	10160	7790	10683	10251	13156	6077	7954
Gli2	581	506	406	594	415	513	265	370
Inhbb	5	3	20	38	1	2	11	13
Ralb	397	354	334	562	343	363	272	417
Epb4.1l5	222	223	141	217	213	291	96	156
Ptpn4	193	134	167	216	165	187	125	124
Tmem177	75	46	56	84	60	59	34	54
Gm101	0	0	0	0	0	0	0	0
Sctr	0	0	0	0	0	0	0	0
Tmem37	3	4	11	23	6	8	9	12
Dbi	262	211	197	410	175	220	149	256
3110009E18Rik	24	9	15	23	11	13	8	9
Steap3	26	19	5	16	27	28	6	16
C1ql2	0	0	0	0	0	0	0	0
Marco	0	0	0	0	0	0	0	0
En1	12	5	8	12	14	5	9	5
Insig2	113	80	89	137	104	90	73	91
Ccdc93	578	455	261	409	612	617	264	339
Gm15392	0	0	0	0	0	0	0	0
Htr5b	0	0	0	0	0	0	0	0
Ddx18	519	465	442	733	435	502	312	478
Dpp10	0	0	0	0	0	0	0	0
Actr3	970	823	828	1301	838	845	557	862
Slc35f5	145	121	83	149	154	140	78	109
Gpr39	1	0	0	0	2	0	0	0
Lypd1	8	7	0	3	5	5	1	0
Nckap5	8	5	3	1	29	29	10	6
Mgat5	379	299	145	246	372	394	113	158
Tmem163	1	0	1	2	1	2	0	2
Acmsd	1	1	0	0	0	0	0	0
Ccnt2	929	796	826	1142	783	919	590	867
Ysk4	0	0	0	0	0	0	0	0
Rab3gap1	361	303	258	360	358	327	186	247
Zranb3	406	320	320	444	331	384	226	326
R3hdm1	546	445	342	469	466	583	234	328
Ubxn4	586	507	307	580	570	545	267	375
Lct	1	1	1	0	0	2	0	1
Mcm6	2824	2435	2005	3121	2348	2422	1585	2040
Dars	1465	1273	1199	1821	1213	1353	794	1209
Cxcr4	5	7	1	7	5	6	4	4
Thsd7b	0	0	0	0	1	3	4	1
Gm16081	0	0	0	0	0	0	0	0
Daf2	10	11	5	8	12	12	4	9
Gm15674	0	0	0	0	0	0	0	0
Gm15675	7	4	5	5	4	6	4	1
Cd55	127	122	60	80	126	112	46	52
Gm16083	0	0	0	0	0	0	0	0
Zp3r	0	0	0	0	0	0	0	0
C4bp	0	0	0	0	0	0	0	0
Pfkfb2	286	234	153	193	386	354	107	147
Yod1	102	84	44	52	83	94	40	53
AA986860	157	137	13	22	193	169	14	18
Fcamr	2	0	0	0	1	0	0	0
Gm15848	0	0	0	0	0	0	0	0
Pigr	0	0	0	0	0	0	0	0
Faim3	0	0	0	0	0	0	0	0
Il24	0	0	0	0	0	0	0	0
Il20	0	0	0	0	0	0	0	0
Il19	0	0	0	0	0	0	0	0
Il10	5	0	0	2	0	2	1	1
Mapkapk2	256	190	162	243	243	236	128	167
Dyrk3	592	512	434	544	484	534	266	405
Eif2d	825	667	770	1046	655	727	530	719
Rassf5	5	3	3	4	5	0	0	0
Ikbke	15	9	7	8	9	16	7	12
Srgap2	1108	963	590	812	938	1099	353	506
Fam72a	88	57	46	101	40	45	37	63
Avpr1b	0	0	0	0	2	0	2	0
AC120217.1	0	0	0	0	0	0	0	0
Ctse	0	0	0	0	0	0	0	0
5430435G22Rik	0	0	0	0	0	0	0	0
Slc26a9	11	7	2	1	10	11	1	1
Pm20d1	81	55	29	40	56	66	18	27
Slc41a1	403	382	361	500	354	384	274	311
Rab7l1	22	18	22	44	29	25	19	14
Nucks1	8475	6892	5224	6816	7136	8020	3775	4995
Slc45a3	20	16	8	25	25	17	6	13
Elk4	169	158	148	194	138	189	107	115
Mfsd4	1	1	0	3	0	1	0	0
Cdk18	127	81	75	122	78	81	34	58
Lemd1	0	0	0	1	0	0	0	1
Gm10188	0	0	0	0	0	0	0	0
Klhdc8a	0	0	0	0	0	0	0	0
Nuak2	45	37	31	45	27	30	20	25
Tmcc2	41	25	16	28	14	19	14	18
Gm15849	0	0	0	0	0	0	0	0
Dstyk	83	73	57	104	65	73	50	55
Rbbp5	612	552	505	790	430	520	398	493
Tmem81	24	21	20	38	19	24	14	35
Cntn2	12	12	13	19	9	11	10	10
Nfasc	12	9	12	10	7	13	4	11
Lrrn2	285	312	197	264	270	362	164	205
Mdm4	939	884	544	710	683	917	316	485
Pik3c2b	135	99	28	57	98	142	36	53
Ppp1r15b	1898	1587	1446	2106	1704	1856	1074	1493
Plekha6	20	30	10	27	27	22	7	10
Golt1a	0	0	0	0	0	0	0	0
Kiss1	0	0	0	0	1	0	0	1
Ren1	0	1	0	0	0	1	0	0
Etnk2	58	56	49	77	58	58	36	47
Sox13	194	206	157	240	132	147	147	165
Snrpe	274	205	204	375	210	217	141	250
Zc3h11a	1210	1051	825	1155	1091	1281	581	866
Zbed6	2215	2010	1482	2084	1924	2407	1025	1548
Lax1	7	4	2	10	1	8	4	1
Gm17678	0	0	0	0	0	0	0	0
Atp2b4	187	167	107	142	132	192	70	88
Optc	0	0	0	0	0	0	0	0
Gm15851	0	0	0	0	0	0	0	0
Prelp	0	0	0	0	0	0	0	0
Fmod	0	0	0	0	0	0	0	0
Btg2	591	452	184	294	428	430	119	172
Gm8618	6	0	0	4	2	2	0	1
Chit1	0	3	0	3	0	1	0	0
Chi3l1	2	1	0	0	0	1	2	2
Mybph	0	0	1	0	0	0	0	0
Adora1	0	0	0	0	0	0	0	0
Myog	0	0	0	0	0	0	0	0
Ppfia4	152	166	129	169	178	165	93	142
Tmem183a	650	636	638	945	587	659	461	647
4933406M09Rik	0	0	0	0	2	0	0	0
Cyb5r1	497	482	517	686	504	632	445	511
Adipor1	753	674	608	892	730	736	462	659
Klhl12	390	325	333	477	353	347	263	354
Rabif	353	289	296	397	282	284	180	254
4931440L10Rik	0	0	0	2	0	1	0	0
Kdm5b	4033	3988	3891	5809	3552	4601	2839	4010
Syt2	0	0	0	0	1	1	0	0
Ppp1r12b	36	26	17	48	41	41	15	30
Ube2t	103	73	86	158	83	76	65	90
Lgr6	2	4	1	6	7	2	0	0
Ptprv	6	10	3	4	3	3	0	0
Ptpn7	20	19	3	2	11	10	0	1
Arl8a	249	199	126	217	221	237	99	125
Gm15445	0	0	0	0	0	2	0	0
Gpr37l1	0	0	1	0	0	0	0	0
Gm4204	3019	2478	1844	3254	2487	2679	1482	2164
Elf3	485	397	245	445	389	428	168	258
Rnpep	213	169	142	259	131	170	124	173
Timm17a	294	194	236	390	229	217	143	248
Lmod1	0	1	0	0	0	0	0	0
Shisa4	0	1	4	2	0	1	0	0
Ipo9	1322	1177	903	1479	1207	1355	767	1041
Nav1	811	724	493	745	689	887	429	554
Gm4793	0	0	0	0	1	0	0	0
Csrp1	431	378	353	541	355	338	202	295
Phlda3	649	504	272	377	523	517	140	242
Tnni1	94	68	22	37	87	102	11	13
Lad1	220	148	38	57	189	196	25	46
Tnnt2	1	0	0	0	1	2	0	0
Pkp1	0	0	0	0	0	0	0	0
Igfn1	0	0	0	0	0	0	0	0
Tmem9	190	159	124	189	182	144	108	142
Cacna1s	0	0	0	0	0	0	0	0
Gm15850	0	0	0	3	0	0	0	0
Kif21b	185	145	117	218	142	155	103	119
2310006M14Rik	0	1	0	0	0	0	0	0
5730559C18Rik	240	184	144	211	190	193	134	153
Gpr25	0	0	0	0	0	0	0	0
Camsap2	411	304	243	411	349	345	178	246
Ddx59	165	116	84	129	113	140	77	87
Kif14	439	379	371	529	370	456	280	381
Zfp281	887	809	762	1070	745	867	559	719
Nr5a2	700	674	609	800	575	692	444	624
A130050O07Rik	0	0	0	0	0	0	0	0
Ptprc	0	0	0	0	0	0	0	0
Atp6v1g3	0	0	0	0	0	0	0	0
Nek7	315	260	194	330	260	245	120	229
Lhx9	0	0	0	0	0	0	0	0
2310009B15Rik	14	16	19	23	18	15	17	19
Dennd1b	384	312	259	344	457	413	172	263
4930596I21Rik	0	0	0	2	1	1	0	0
Crb1	0	0	0	0	0	0	0	0
Zbtb41	188	141	147	187	163	159	80	128
Aspm	1326	1067	854	1314	993	1094	594	804
F13b	0	0	0	0	0	0	0	0
Cfhr1	0	0	0	0	0	0	0	0
Cfhr3	0	0	0	0	0	0	0	0
Gm4788	1	0	0	2	0	0	0	0
Cfhr2	0	1	0	1	0	0	0	0
Cfh	25	14	11	27	19	11	5	7
Kcnt2	9	9	12	22	7	9	9	7
AC110527.1	0	0	0	0	0	0	0	0
Cdc73	913	754	587	966	830	887	385	615
B3galt2	0	0	0	0	0	0	0	0
Glrx2	115	71	71	104	98	100	53	81
Trove2	463	312	248	353	485	426	158	221
Uchl5	357	303	234	435	273	314	157	255
Rgs2	3	2	0	1	1	0	0	0
Rgs13	0	0	0	0	0	0	0	0
Rgs1	0	0	0	0	0	0	0	0
Rgs18	0	0	0	0	0	0	0	0
Gm5263	78	66	69	112	70	64	48	78
Fam5c	12	17	7	9	7	15	3	6
A230059L01Rik	0	0	0	0	0	0	0	0
Gm15584	0	0	0	0	0	0	0	0
Gm9931	0	0	0	0	0	0	0	0
Pla2g4a	9	7	0	1	17	14	0	1
Ptgs2	14	6	1	0	10	11	0	0
Pdc	0	0	0	0	0	0	0	0
BC003331	120	113	132	197	123	118	85	130
Tpr	3989	3360	2135	3540	3403	4222	1581	2309
Prg4	0	0	1	0	0	0	0	0
Hmcn1	13	14	5	4	11	16	4	3
Gm20631	0	0	0	0	0	0	0	0
Ivns1abp	1340	1030	1474	1989	1118	1190	928	1342
1200016B10Rik	219	195	146	264	217	191	118	203
1190005F20Rik	170	140	118	214	125	154	111	112
Rnf2	911	845	765	1258	748	802	500	828
Fam129a	771	626	730	1115	602	712	533	813
Edem3	522	501	368	623	479	547	290	405
1700025G04Rik	106	93	99	162	90	93	57	81
Tsen15	76	73	66	92	72	68	52	63
Glt25d2	0	0	0	0	0	0	0	0
Rgl1	23	12	13	9	15	25	9	3
Gm15479	0	0	0	0	0	0	0	0
Apobec4	0	0	0	0	0	0	0	0
Arpc5	562	448	413	612	479	482	277	410
Ncf2	22	18	8	19	8	15	5	5
Smg7	1438	1242	1032	1507	1192	1445	854	1087
Nmnat2	122	81	102	149	80	83	52	76
Lamc2	315	236	96	120	278	315	108	143
Lamc1	4283	3791	2553	3713	3927	4682	2182	2910
E330020D12Rik	134	122	25	23	153	203	23	44
1700012A16Rik	0	2	2	2	0	0	1	2
Dhx9	4913	4319	3929	5902	3853	4281	2828	3958
Npl	29	11	4	4	48	32	0	3
Rgs8	0	0	0	0	0	0	0	0
Rgs16	2	4	2	1	3	0	0	0
Rnasel	0	0	0	0	0	0	0	0
Rgsl1	0	0	0	0	0	0	0	0
5830403L16Rik	0	0	0	0	0	0	0	0
Gm5531	0	0	0	0	0	0	0	0
Teddm1	0	0	0	0	0	0	0	0
Glul	1134	791	794	1146	1100	1059	563	683
A930039A15Rik	0	5	2	1	2	3	0	2
Zfp648	0	0	0	0	0	0	0	0
Cacna1e	1	0	0	1	0	0	0	0
Ier5	52	36	22	36	47	37	22	33
Mr1	0	1	0	1	0	0	0	0
Stx6	149	124	113	165	119	145	86	106
BC034090	7	10	6	10	8	10	3	5
Xpr1	162	121	98	137	120	174	66	87
Gm5532	0	0	0	0	0	0	0	0
Acbd6	202	169	144	272	168	178	145	162
Lhx4	0	0	0	0	0	0	0	0
Qsox1	28	23	18	26	20	25	10	11
Cep350	463	368	263	385	395	493	196	277
Tor1aip1	130	116	77	121	104	136	67	95
Tor1aip2	1572	1255	852	1308	1561	1515	651	944
Fam163a	0	0	0	0	0	2	0	0
Tdrd5	18	17	8	10	15	18	4	3
Nphs2	0	0	0	0	0	0	0	0
9430070O13Rik	0	1	0	0	0	0	0	0
Gm2000	2063	1697	1600	2867	1789	1825	1210	1829
Soat1	135	97	79	93	126	94	49	39
AC114588.1	1488	1288	1249	1896	1256	1377	871	1213
Abl2	943	870	701	1010	886	1011	499	725
Tor3a	136	95	122	181	81	113	131	138
Fam20b	223	191	196	285	223	217	161	194
Ralgps2	459	435	333	503	415	493	291	325
Angptl1	0	0	0	0	0	0	0	0
1700057K13Rik	0	0	0	0	0	0	0	0
Rasal2	258	211	195	315	259	247	158	207
2810025M15Rik	273	204	193	359	171	215	137	230
BC026585	33	22	17	26	40	39	15	24
Gm15486	0	0	0	0	0	0	0	0
Sec16b	0	0	0	0	0	0	0	0
Fam5b	1	2	0	0	1	3	2	0
Astn1	6	8	12	7	6	9	3	2
Pappa2	0	0	0	0	0	0	0	0
1600012P17Rik	0	0	0	0	0	0	0	0
Gm4953	0	0	0	0	0	0	0	0
Rfwd2	177	183	164	243	161	178	112	161
Gm10530	0	0	0	0	0	0	0	0
Tnr	0	0	0	0	0	0	0	0
4930523C07Rik	1	0	0	0	0	0	0	0
4930562F07Rik	0	0	0	0	0	0	0	0
Tnn	0	0	0	1	0	0	0	0
Mrps14	278	255	277	472	244	255	206	287
Cacybp	1928	1640	1593	2610	1481	1516	1095	1634
Rabgap1l	87	93	50	74	119	112	57	56
Gm6177	69	61	42	80	61	61	32	59
Rc3h1	696	574	520	692	662	736	352	464
Serpinc1	0	0	0	0	0	0	0	0
Zbtb37	66	74	60	86	77	95	40	62
Gas5	1650	1249	1172	1678	1206	1269	830	1115
Dars2	229	173	226	340	211	172	152	221
Cenpl	203	174	139	235	148	185	114	158
Klhl20	155	130	85	158	124	152	86	124
Ankrd45	42	35	25	51	107	138	42	79
4930469G21Rik	0	0	0	0	0	0	0	1
Prdx6	705	507	664	954	848	806	659	852
Tnfsf4	0	0	0	0	0	0	0	0
Tnfsf18	0	0	0	0	0	0	0	0
Fasl	0	0	0	0	0	0	0	0
AI848100	403	338	348	583	391	382	275	382
4930558K02Rik	0	0	0	0	0	0	0	0
Pigc	56	37	35	45	57	47	22	32
Dnm3	0	0	0	0	0	0	0	0
2810442N19Rik	0	0	0	0	0	0	0	0
Dnm3os	0	0	0	0	0	0	0	0
Gm10176	0	0	0	0	0	0	0	0
Mettl13	233	221	198	235	197	193	120	150
Vamp4	105	73	53	102	66	62	35	53
Gm5705	0	0	0	0	0	0	0	0
Myoc	0	0	0	0	0	0	0	0
7420461P10Rik	0	0	0	0	0	0	0	0
Prrc2c	5738	5128	3080	4355	4977	7067	2544	3267
Fmo4	0	0	0	0	0	0	0	0
Fmo1	3	0	0	0	1	5	0	1
Fmo2	0	0	0	0	0	0	0	0
AC117767.1	0	0	0	0	0	0	0	0
Fmo3	0	0	0	0	0	0	0	0
4921528O07Rik	0	0	0	0	0	0	0	0
Prrx1	0	0	0	0	0	0	0	0
Gm20471	0	0	0	0	0	0	0	0
Gorab	86	80	82	120	81	96	38	64
Mettl11b	0	0	0	0	1	2	0	0
Kifap3	484	407	358	524	531	563	299	384
Scyl3	181	175	158	239	181	199	123	175
BC055324	485	377	436	648	417	419	294	431
2810422O20Rik	65	48	32	87	42	58	24	53
Sele	0	0	0	0	0	0	0	0
Sell	0	0	0	0	0	0	0	0
Selp	0	0	0	0	0	0	0	0
Gm16587	0	0	0	0	0	0	0	0
Gm16548	0	0	0	0	0	0	0	0
F5	0	0	0	0	0	0	0	0
Slc19a2	940	738	464	635	832	838	337	443
4930455F23Rik	21	13	17	22	16	19	14	17
Blzf1	194	154	142	203	194	213	109	171
Nme7	127	88	101	153	113	122	62	109
Atp1b1	1745	1409	1076	1669	1595	1703	963	1381
Dpt	0	0	0	0	0	0	0	0
Xcl1	0	0	0	0	0	0	0	0
Tbx19	0	0	0	0	0	0	0	0
Sft2d2	167	146	170	250	138	111	114	133
Tiprl	242	183	192	313	188	223	145	195
Gpr161	17	12	14	12	10	22	3	7
Dcaf6	107	104	69	125	139	121	75	126
Brp44	66	50	56	117	55	59	53	76
Adcy10	0	0	1	0	0	0	0	0
Mpzl1	562	495	306	450	542	593	256	340
Rcsd1	0	0	0	0	1	5	1	0
Creg1	109	89	72	113	122	137	60	93
Gm16565	1	0	0	1	0	0	0	0
Cd247	1	1	0	0	0	0	0	0
Pou2f1	1138	994	860	1216	993	1171	654	899
Dusp27	544	485	458	677	363	508	325	457
Gpa33	652	615	612	917	486	565	393	559
Mael	6	5	13	13	17	6	19	21
Ildr2	0	0	1	0	1	0	0	0
5330438I03Rik	0	0	0	0	0	0	0	0
Tada1	80	64	67	79	70	64	41	69
Gm15853	0	0	0	0	0	0	0	0
Pogk	9	10	8	7	14	8	3	8
Gm4846	0	0	0	0	0	0	0	0
Gm4847	0	0	0	0	0	0	0	0
Fmo9	0	0	0	0	0	0	0	0
Fam78b	17	8	11	7	20	18	8	9
Uck2	1197	1097	929	1607	985	1181	732	1105
Tmco1	352	323	355	476	332	326	229	313
Aldh9a1	448	402	539	827	380	396	356	501
Mgst3	84	72	95	173	87	59	64	103
Lrrc52	0	0	0	0	0	0	0	0
Rxrg	0	0	0	0	0	0	0	0
Lmx1a	0	0	0	0	1	0	0	0
Gm20711	0	0	0	0	0	0	0	0
Pbx1	174	147	69	88	152	136	54	60
Gm5265	0	2	1	1	0	0	0	0
Nuf2	358	286	248	399	298	300	197	266
Rgs5	0	0	0	0	0	0	0	0
Rgs4	0	0	0	0	0	0	0	0
1700084C01Rik	33	27	5	11	40	50	6	14
Gm15852	0	0	0	0	0	0	0	0
Hsd17b7	90	73	82	121	81	77	41	55
Ddr2	42	20	36	42	34	40	31	68
Uap1	188	173	183	260	152	152	122	132
Uhmk1	591	548	519	665	657	615	350	452
4930500M09Rik	0	0	0	0	0	0	0	0
Sh2d1b2	0	0	0	0	0	0	0	0
Sh2d1b1	0	0	0	0	0	0	0	0
Gm7694	0	0	0	0	1	0	0	0
Nos1ap	1	0	0	0	1	0	0	0
1700015E13Rik	0	0	0	0	0	0	0	0
Olfml2b	0	0	0	0	0	0	0	0
Atf6	234	232	214	353	231	247	169	241
Gm9929	0	0	0	0	0	0	0	0
Dusp12	149	169	174	292	192	171	132	171
Fcrlb	0	0	0	0	0	0	0	0
Fcrla	0	0	0	0	0	0	0	0
Fcgr2b	56	47	72	103	54	52	62	72
Fcgr4	0	0	0	0	0	0	0	0
Fcgr3	2	0	3	2	2	3	2	3
1700009P17Rik	0	0	1	1	2	0	0	0
Sdhc	641	451	489	719	498	546	352	495
Mpz	0	0	0	0	0	1	0	0
Pcp4l1	15	4	1	1	5	11	0	2
Nr1i3	3	3	0	0	2	4	0	0
Tomm40l	134	106	131	192	123	137	101	134
Apoa2	0	0	0	0	0	0	0	0
Fcer1g	0	0	0	0	0	0	0	1
Ndufs2	957	786	767	1217	868	898	588	886
Adamts4	7	7	15	21	6	9	13	16
B4galt3	254	190	162	233	222	230	159	152
Ppox	62	42	48	66	43	68	32	58
Usp21	296	278	238	321	236	265	185	249
Ufc1	309	297	316	506	280	300	224	334
Rpl27-ps1	194	165	166	311	162	178	126	213
Dedd	195	140	156	210	176	171	99	161
Nit1	89	66	71	86	77	96	39	57
Pfdn2	187	150	100	224	133	149	91	141
Klhdc9	1	0	0	2	0	4	0	0
Pvrl4	15	6	2	5	2	4	0	2
Arhgap30	198	131	121	210	112	144	76	106
Usf1	409	343	320	485	336	386	262	399
Tstd1	2	2	1	3	2	2	0	2
F11r	270	211	197	275	229	261	120	175
B930036N10Rik	99	33	33	166	28	37	30	50
Alyref2	10	12	13	14	8	14	3	9
Gm9765	0	0	0	0	0	0	0	0
Itln1	0	0	0	0	0	0	0	0
Cd244	5	4	0	3	4	4	0	1
Ly9	0	0	0	0	0	0	0	0
Slamf7	0	0	0	0	0	0	0	0
Cd48	0	0	0	0	0	0	0	0
Slamf1	0	0	0	0	0	0	0	0
Cd84	0	0	0	0	0	0	0	0
Gm10521	0	0	0	0	0	0	0	0
Slamf6	0	0	0	0	2	0	0	0
Vangl2	731	599	529	786	563	665	409	505
Nhlh1	2	1	2	3	3	0	0	1
Ncstn	439	439	329	436	414	493	252	297
Copa	2461	2008	1425	2041	2229	2341	1114	1517
Pex19	370	314	284	495	315	337	236	281
Dcaf8	479	386	326	508	493	522	286	381
Pea15a	33	27	34	41	22	27	19	37
Casq1	0	0	0	1	0	0	0	0
Gm17224	0	0	0	0	0	0	0	0
Atp1a4	0	0	1	1	0	0	0	1
Igsf8	93	73	102	158	78	81	58	100
Atp1a2	8	3	9	18	5	4	8	17
Kcnj9	0	0	0	0	0	0	0	0
Kcnj10	0	0	0	4	0	0	1	3
Pigm	506	464	374	431	548	586	243	401
Slamf9	0	0	1	0	0	0	0	4
Igsf9	59	52	78	97	45	41	42	59
Tagln2	520	443	608	922	340	341	345	499
Ccdc19	3	3	8	13	0	6	4	5
4933439K11Rik	4	0	0	0	0	0	0	1
Vsig8	0	0	0	0	0	0	0	0
Slamf8	0	0	0	0	0	0	0	0
Fcrl6	0	0	0	0	0	0	0	0
Dusp23	1	0	0	0	0	1	1	0
Crp	0	0	0	0	0	0	0	0
Apcs	0	0	0	0	0	0	0	0
Olfr16	0	0	0	0	0	0	0	0
Olfr1408	0	0	0	0	0	0	0	0
Olfr1406	0	0	0	0	0	0	0	0
Olfr218	0	0	0	0	0	0	0	0
Olfr1404	0	0	0	0	0	0	0	0
Fcer1a	0	0	0	0	0	0	0	2
Olfr418-ps1	0	0	0	0	0	0	0	0
Gm11062	0	0	0	0	0	0	0	0
Darc	0	0	0	0	0	0	0	0
Cadm3	2	5	2	3	10	2	1	3
Aim2	492	403	365	572	425	426	260	368
Gm4955	0	0	0	0	0	0	0	0
BC094916	0	0	0	0	0	0	0	0
Pydc4	0	0	0	0	0	0	0	0
Pyhin1	0	0	0	0	0	0	0	0
Pydc3	0	0	0	1	0	0	0	0
AI607873	0	0	0	0	0	0	0	0
Ifi204	0	0	0	0	0	0	0	0
Mndal	0	0	0	0	0	5	0	0
Mnda	0	0	0	0	0	0	0	0
Ifi203	0	0	0	0	0	1	0	0
Ifi202b	0	0	0	0	0	0	0	0
Ifi205	0	0	0	0	0	0	0	0
Olfr433	0	0	0	0	0	0	0	0
Olfr432	0	0	0	0	0	0	0	0
Olfr430	0	0	0	0	0	0	0	0
Olfr429	0	0	0	0	0	0	0	0
Olfr427	0	0	0	0	0	0	0	0
Olfr231	0	0	0	0	0	0	0	0
Olfr424	0	0	0	0	0	0	0	0
Olfr420	0	0	0	0	0	0	0	0
Spna1	257	209	162	191	463	573	274	353
Olfr419	0	0	0	0	0	0	0	0
1810030J14Rik	0	0	0	0	0	0	0	0
Olfr417	0	0	0	0	0	0	0	0
Olfr248	0	0	0	0	0	0	0	0
Olfr414	0	0	0	0	0	0	0	0
Olfr220	0	0	0	0	0	0	0	0
Fmn2	196	173	78	106	513	583	169	238
Grem2	0	0	0	0	0	0	0	0
Rgs7	0	0	0	0	0	0	0	0
Fh1	979	750	773	1279	795	852	550	824
Kmo	0	0	0	0	0	0	0	0
Opn3	22	13	11	25	26	21	13	17
Chml	91	96	72	112	119	94	49	77
Wdr64	20	15	8	21	23	29	15	29
Exo1	694	586	536	809	667	673	395	605
Pld5	0	0	0	0	0	2	0	0
B020018G12Rik	200	155	117	213	156	152	89	129
Cep170	304	255	150	259	283	248	131	188
Sdccag8	30	20	11	20	9	21	9	14
Gm15423	0	0	0	0	0	0	0	0
Akt3	67	60	53	67	55	56	37	49
Zfp238	108	97	101	173	109	104	91	136
1700016C15Rik	0	0	0	0	0	0	0	0
Adss	1567	1219	1092	1754	1431	1449	754	1211
Gm16432	0	0	0	0	0	0	0	0
Pppde1	312	319	303	422	342	326	238	318
Gm9982	3	0	0	0	1	4	1	2
B230369F24Rik	1	4	3	1	10	6	4	2
Fam36a	12	9	6	13	8	12	7	9
Gm16586	174	155	217	193	125	177	129	146
Hnrnpu	9713	7671	6280	10294	7647	8578	4680	6415
